,discount,percent_retail_price,solar_capacity,battery_capacity,objective_value,solar_penetration,lcoe
0,0.0,0.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
1,0.0,0.25,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
2,0.0,0.5,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
3,0.0,0.75,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
4,0.0,1.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
5,0.05263157894736842,0.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
6,0.05263157894736842,0.25,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
7,0.05263157894736842,0.5,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
8,0.05263157894736842,0.75,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
9,0.05263157894736842,1.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
10,0.10526315789473684,0.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
11,0.10526315789473684,0.25,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
12,0.10526315789473684,0.5,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
13,0.10526315789473684,0.75,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
14,0.10526315789473684,1.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
15,0.15789473684210525,0.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
16,0.15789473684210525,0.25,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
17,0.15789473684210525,0.5,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
18,0.15789473684210525,0.75,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
19,0.15789473684210525,1.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
20,0.21052631578947367,0.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
21,0.21052631578947367,0.25,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
22,0.21052631578947367,0.5,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
23,0.21052631578947367,0.75,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
24,0.21052631578947367,1.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
25,0.2631578947368421,0.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
