,discount,percent_retail_price,solar_capacity,battery_capacity,objective_value,solar_penetration,lcoe
155,0.62,0.0,0.8006353460636333,0.0,432830.27511501726,0.2852281247109488,0.10465036297828914
156,0.62,0.25,0.9733328496478757,0.0,427839.2636356628,0.3467519948870238,0.10344362862310927
157,0.62,0.5,1.4788067886942162,0.0,416614.07198308146,0.5268282111486342,0.10072958469299985
158,0.62,0.75,2.807,0.0,361491.84390260355,1.0,0.08740204845431794
159,0.62,1.0,2.807,0.0,294940.11492338707,1.0,0.0713110700848936
160,0.64,0.0,0.8428739742597045,0.0,428286.1349144857,0.3002757300533325,0.10355167384134395
161,0.64,0.25,1.0324070894444788,0.0,422318.3697417368,0.36779732434787277,0.10210877849089417
162,0.64,0.5,1.8177863236782783,0.0,407576.32009125286,0.6475904252505444,0.09854442327901085
163,0.64,0.75,2.807,0.0,345972.1588953463,1.0,0.08364967538178598
164,0.64,1.0,2.807,0.0,279420.4299161318,1.0,0.06755869701236213
165,0.66,0.0,0.8899295957211523,0.0,423493.2921994205,0.31703939997191033,0.10239285303174109
166,0.66,0.25,1.1048870856338804,0.0,416412.35988192935,0.3936184843725972,0.10068081443404078
167,0.66,0.5,2.338023435619164,0.0,396287.98229353735,0.8329260547271693,0.09581511177777968
168,0.66,0.75,2.807,0.0,330452.4738880891,1.0,0.07989730230925407
169,0.66,1.0,2.807,0.0,263900.7449088743,1.0,0.06380632393983013
170,0.68,0.0,0.9350295589289592,0.0,418459.53909008537,0.333106362283206,0.10117578454018275
171,0.68,0.25,1.1953443080751769,0.0,410047.4484419003,0.42584407127722723,0.09914189645436225
172,0.68,0.5,2.807,0.0,381484.51785976876,1.0,0.09223590760607887
173,0.68,0.75,2.807,0.0,314932.78888055106,1.0,0.07614492923665424
174,0.68,1.0,2.807,0.0,248381.0599013361,1.0,0.060053950867230255
175,0.7000000000000001,0.0,0.980815856843943,0.0,413152.16812898195,0.3494178328621101,0.09989256030779209
176,0.7000000000000001,0.25,1.2906610203061133,0.0,403198.7232915297,0.4598008622394419,0.09748600125910502
177,0.7000000000000001,0.5,2.807,0.0,365964.8328522307,1.0,0.08848353453347903
178,0.7000000000000001,0.75,2.807,0.0,299413.10387301346,1.0,0.07239255616405452
179,0.7000000000000001,1.0,2.807,0.0,232861.37489379785,1.0,0.056301577794630374
180,0.72,0.0,1.0301171896895152,0.0,407599.33202410606,0.36698154246153014,0.09854998713917584
181,0.72,0.25,1.4054671203255036,0.0,395775.2175594759,0.5007007909959044,0.0956911347396029
182,0.72,0.5,2.807,0.0,350445.14784469357,1.0,0.08473116146087942
183,0.72,0.75,2.807,0.0,283893.41886547656,1.0,0.06864018309145495
184,0.72,1.0,2.807,0.0,217341.68988625967,1.0,0.05254920472203051
185,0.74,0.0,1.0804350037958153,0.0,401748.6860216126,0.38490737577335776,0.09713540904004515
186,0.74,0.25,1.5693840816596323,0.0,387581.30208960216,0.559096573444828,0.093709997380605
187,0.74,0.5,2.807,0.0,334925.4628371541,1.0,0.08097878838827924
188,0.74,0.75,2.807,0.0,268373.73385793786,1.0,0.06488781001885495
189,0.74,1.0,2.807,0.0,201822.00487872178,1.0,0.048796831649430716
190,0.76,0.0,1.1518381800839046,0.0,395593.0468408925,0.410344916310618,0.09564708922587653
191,0.76,0.25,1.8126287212072376,0.0,378307.5283976924,0.6457530178864402,0.09146777025640725
192,0.76,0.5,2.807,0.0,319405.77782961697,1.0,0.07722641531567963
193,0.76,0.75,2.807,0.0,252854.0488503998,1.0,0.06113543694625512
194,0.76,1.0,2.807,0.0,186302.31987118383,1.0,0.045044458576830905
195,0.78,0.0,1.2160147742425023,0.0,389042.3210693791,0.4332079708737094,0.09406324477419638
196,0.78,0.25,2.107261736345526,0.0,367581.0228007356,0.7507166855523784,0.08887429940016484
197,0.78,0.5,2.807,0.0,303886.0928220787,1.0,0.07347404224307974
198,0.78,0.75,2.807,0.0,237334.3638428619,1.0,0.05738306387365533
199,0.78,1.0,2.807,0.0,170782.63486364594,1.0,0.04129208550423111
200,0.8,0.0,1.2833517453208216,0.0,382145.96994879894,0.4571969167512724,0.09239583449934288
201,0.8,0.25,2.5783513990065243,0.0,354731.53496520716,0.9185434267924918,0.085767530665663
202,0.8,0.5,2.807,0.0,288366.4078145412,1.0,0.06972166917048005
203,0.8,0.75,2.807,0.0,221814.678835324,1.0,0.05363069080105553
204,0.8,1.0,2.807,0.0,155262.9498561078,1.0,0.037539712431631254
205,0.8200000000000001,0.0,1.3666318865281228,0.0,374820.3244661582,0.4868656524859718,0.09062462877995346
206,0.8200000000000001,0.25,2.807,0.0,339398.45178621716,1.0,0.08206027446730393
207,0.8200000000000001,0.5,2.807,0.0,272846.7228070024,1.0,0.06596929609788003
208,0.8200000000000001,0.75,2.807,0.0,206294.99382778612,1.0,0.049878317728455725
209,0.8200000000000001,1.0,2.807,0.0,139743.26484857005,1.0,0.033787339359031485
210,0.84,0.0,1.4699158490643012,0.0,366957.3747843361,0.5236607941091205,0.08872351283314486
211,0.84,0.25,2.807,0.0,323878.7667786802,1.0,0.07830790139470438
212,0.84,0.5,2.807,0.0,257327.03779946448,1.0,0.062216923025280216
213,0.84,0.75,2.807,0.0,190775.3088202483,1.0,0.04612594465585595
214,0.84,1.0,2.807,0.0,124223.57984103239,1.0,0.030034966286431746
215,0.86,0.0,1.616096902907442,0.0,358435.19479061174,0.5757381200240264,0.08666300717772932
216,0.86,0.25,2.807,0.0,308359.0817711426,1.0,0.07455552832210464
217,0.86,0.5,2.807,0.0,241807.35279192677,1.0,0.05846454995268047
218,0.86,0.75,2.807,0.0,175255.62381271,1.0,0.04237357158325605
219,0.86,1.0,2.807,0.0,108703.89483349468,1.0,0.026282593213831994
220,0.88,0.0,1.8079777420985286,0.0,349038.0407527897,0.6440960962232022,0.08439094896562839
221,0.88,0.25,2.807,0.0,292839.396763606,1.0,0.07080315524950517
222,0.88,0.5,2.807,0.0,226287.6677843887,1.0,0.05471217688008063
223,0.88,0.75,2.807,0.0,159735.9388051726,1.0,0.03862119851065638
224,0.88,1.0,2.807,0.0,93184.20982595684,1.0,0.022530220141232214
225,0.9,0.0,2.004454949061229,0.0,338553.841929125,0.7140915386751796,0.08185606340998768
226,0.9,0.25,2.807,0.0,277319.7117563483,1.0,0.06705078217697312
227,0.9,0.5,2.807,0.0,210767.9827771308,1.0,0.050959803807548526
228,0.9,0.75,2.807,0.0,144216.2537979157,1.0,0.03486882543812452
229,0.9,1.0,2.807,0.0,77664.52481869952,1.0,0.01877784706870025
230,0.92,0.0,2.3014217076638404,0.0,326696.48349906615,0.819886607646541,0.07898917323383353
231,0.92,0.25,2.807,0.0,261800.02674881084,1.0,0.06329840910437343
232,0.92,0.5,2.807,0.0,195248.29776959354,1.0,0.04720743073494889
233,0.92,0.75,2.807,0.0,128696.5687903779,1.0,0.03111645236552475
234,0.92,1.0,2.807,0.0,62144.839811161684,1.0,0.015025473996100469
235,0.9400000000000001,0.0,2.7451048592426806,0.0,312815.5606296664,0.9779497182909442,0.07563302256629922
236,0.9400000000000001,0.25,2.807,0.0,246280.34174127248,1.0,0.05954603603177351
237,0.9400000000000001,0.5,2.807,0.0,179728.6127620556,1.0,0.04345505766234908
238,0.9400000000000001,0.75,2.807,0.0,113176.8837828401,1.0,0.027364079292924972
239,0.9400000000000001,1.0,2.807,0.0,46625.15480362355,1.0,0.011273100923500614
240,0.96,0.0,2.807,0.0,297312.38571295113,1.0,0.07188464132859808
241,0.96,0.25,2.807,0.0,230760.65673373442,1.0,0.05579366295917367
242,0.96,0.5,2.807,0.0,164208.927754518,1.0,0.03970268458974935
243,0.96,0.75,2.807,0.0,97657.19877530195,1.0,0.023611706220325115
244,0.96,1.0,2.807,0.0,31105.469796085585,1.0,0.007520727850900801
245,0.98,0.0,2.807,0.0,281792.70070538495,1.0,0.06813226825599143
246,0.98,0.25,2.807,0.0,215240.9717261686,1.0,0.05204128988656712
247,0.98,0.5,2.807,0.0,148689.24274695246,1.0,0.03595031151714286
248,0.98,0.75,2.807,0.0,82137.51376773597,1.0,0.019859333147718528
249,0.98,1.0,2.807,0.0,15585.784788519555,1.0,0.003768354778294201
250,1.0,0.0,2.807,0.0,266273.0156978749,1.0,0.06437989518339836
251,1.0,0.25,2.807,0.0,199721.2867186587,1.0,0.0482889168139741
252,1.0,0.5,2.807,0.0,133169.55773944274,1.0,0.032197938444549885
253,1.0,0.75,2.807,0.0,66617.828760226,1.0,0.01610696007512548
254,1.0,1.0,2.807,0.0,66.0997810096944,1.0,1.5981705701182226e-05
