,discount,percent_retail_price,solar_capacity,battery_capacity,objective_value,solar_penetration,lcoe
0,0.0,0.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
1,0.0,0.05263157894736842,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
2,0.0,0.10526315789473684,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
3,0.0,0.15789473684210525,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
4,0.0,0.21052631578947367,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
5,0.0,0.2631578947368421,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
6,0.0,0.3157894736842105,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
7,0.0,0.3684210526315789,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
8,0.0,0.42105263157894735,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
9,0.0,0.47368421052631576,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
10,0.0,0.5263157894736842,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
11,0.0,0.5789473684210527,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
12,0.0,0.631578947368421,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
13,0.0,0.6842105263157894,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
14,0.0,0.7368421052631579,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
15,0.0,0.7894736842105263,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
16,0.0,0.8421052631578947,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
17,0.0,0.894736842105263,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
18,0.0,0.9473684210526315,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
19,0.0,1.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
20,0.05263157894736842,0.0,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
21,0.05263157894736842,0.05263157894736842,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
22,0.05263157894736842,0.10526315789473684,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
23,0.05263157894736842,0.15789473684210525,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
24,0.05263157894736842,0.21052631578947367,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
25,0.05263157894736842,0.2631578947368421,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
26,0.05263157894736842,0.3157894736842105,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
27,0.05263157894736842,0.3684210526315789,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
28,0.05263157894736842,0.42105263157894735,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
29,0.05263157894736842,0.47368421052631576,0.0,0.0,466950.4879846821,0.0,0.11290000000000179
